entity,catg,subcatg,TA_score,count
culpabilidad,Seguros,Normativas de Convivencia,56.35214285714286,14
cultivar,Salud,Salud Digestiva,61.18234042553192,47
cultura,Salud,Medicina Preventiva,59.47086956521739,23
cuneta,Motor,Aspectos Legales de la Propiedad Vehicular,50.488,10
curación (salud),Salud,Medicina Preventiva,58.465,2
cynara scolymus,Salud,Salud Pancreática,59.42440501043841,479
cáceres,Hogar,Coberturas y Responsabilidades,57.355999999999995,5
cámara compacta avanzada,Hogar,Coberturas y Responsabilidades,60.92,5
cámara de combustión,Motor,Mantenimiento y Reemplazo de Embragues,43.64625,8
cámara digital,Hogar,Coberturas y Responsabilidades,56.644000000000005,5
cámara fotográfica,Hogar,Coberturas y Responsabilidades,59.05133333333333,15
cámara réflex digital,Hogar,Coberturas y Responsabilidades,66.588,5
cámara térmica,Seguros,Seguros y Coberturas,57.7,1
cáncer,Salud,Medicina Preventiva,82.28081771720613,587
cáncer colorrectal,Seguros,Seguros y Coberturas,56.28,1
cáncer de boca,Salud,Medicina Preventiva,71.6,1
cáncer de cuello uterino,Salud,Medicina Preventiva,75.9525,8
cáncer de mama,Salud,Medicina Preventiva,72.42333333333333,12
cáncer de pulmón,Salud,Medicina Preventiva,64.336,5
cáncer de páncreas,Salud,Salud Pancreática,81.47185803757829,479
célula,Salud,Trastornos Endocrinos,61.99464944649446,813
célula madre,Salud,Medicina Preventiva,72.70684210526316,19
células madre adultas,Salud,Medicina Preventiva,65.72538461538461,13
césped,Hogar,Coberturas y Responsabilidades,61.75,1
cóclea,Salud,Medicina Preventiva,32.47,3
código alfanumérico,Motor,Aspectos Legales de la Propiedad Vehicular,28.38,1
código atc,Salud,Medicina Preventiva,45.97,1
código civil,Seguros,Accidentes y Responsabilidades,44.24857142857143,14
código civil de chile,Seguros,Riesgos y Responsabilidades,65.232,5
código civil de francia,Seguros,Seguros y Coberturas,69.89,16
código de barras,Salud,Medicina Preventiva,41.910000000000004,6
código de hammurabi,Seguros,Seguros y Coberturas,64.96666666666667,3
código postal,Hogar,Coberturas y Responsabilidades,45.20166666666666,6
cólico,Salud,Trastornos Endocrinos,47.22727272727273,22
cónyuge,Seguros,Seguros y Coberturas,52.44444444444444,81
córnea,Salud,Medicina Preventiva,56.782666666666664,15
dama dama,Seguros,Seguros y Coberturas,38.72,1
dato,Seguros,Seguros y Coberturas,57.765,2
daucus carota,Salud,Medicina Preventiva,39.97,1
daucus carota subsp. sativus,Salud,Salud Pancreática,69.99417536534446,479
daño (derecho civil),Motor,Gestión de Seguros Automovilísticos,87.44,1
debilidad muscular,Salud,Trastornos Endocrinos,56.64436950146627,341
decibelio,Seguros,Seguros y Coberturas,39.06,1
declaración de la renta,Hogar,Alquiler y Derechos del Inquilino,56.405,4
decreto,Seguros,Seguros y Coberturas,58.29,5
defensa (fútbol),Motor,Gestión de Seguros Automovilísticos,55.40857142857143,21
defensor del pueblo,Seguros,Aspectos Legales y Normativos,53.394999999999996,4
deflagración,Motor,Problemas Comunes en Vehículos,33.49666666666666,3
deformidad,Salud,Medicina Preventiva,53.3825,4
degeneración macular asociada a la edad,Salud,Medicina Preventiva,66.04823529411765,17
deglución,Salud,Medicina Preventiva,50.2,1
deglución atípica,Salud,Medicina Preventiva,51.75,1
delantero,Seguros,Normativas de Convivencia,56.0668345323741,139
delito,Seguros,Normativas de Convivencia,63.52894736842106,57
demanda (economía),Seguros,Aspectos Legales y Normativos,58.565999999999995,5
demanda judicial,Seguros,Seguros y Coberturas,56.436,5
demolición,Hogar,Coberturas y Responsabilidades,50.28,1
densidad,Motor,Problemas Comunes en Vehículos,62.2025,8
densidad del aire,Motor,Problemas Comunes en Vehículos,61.84,1
denuncia,Seguros,Aspectos Legales y Normativos,56.298620689655166,29
dependencia personal,Seguros,Seguros y Coberturas,50.7,1
deporte,Salud,Medicina Preventiva,70.9,5
deporte extremo,Seguros,Consultas y Atención al Cliente,56.06612903225806,31
deportes de motor,Seguros,Seguros y Coberturas,54.72666666666667,3
depreciación,Seguros,Seguros y Coberturas,62.89,31
depresión,Salud,Trastornos Endocrinos,80.03631728045326,353
depósito a plazo fijo,Seguros,Préstamos y Financiación,68.7475,8
depósito de combustible,Motor,Problemas Comunes en Vehículos,62.26083333333333,12
derecho,Hogar,Coberturas y Responsabilidades,62.11728551336146,711
derecho a la defensa,Seguros,Aspectos Legales y Normativos,60.38,1
derecho a la vivienda,Hogar,Coberturas y Responsabilidades,60.87111111111111,9
derecho administrativo en españa,Seguros,Aspectos Legales y Normativos,62.8625,4
derecho civil,Seguros,Aspectos Legales y Normativos,52.2125,4
derecho constitucional,Seguros,Aspectos Legales y Normativos,76.25,1
derecho de la unión europea,Motor,Requisitos para Conducir sin Licencia,67.7159090909091,44
derecho inmobiliario,Hogar,Alquiler y Derechos del Inquilino,54.553333333333335,3
derecho laboral,Seguros,Consultas y Atención al Cliente,78.66461538461539,26
derechos,Seguros,Seguros y Coberturas,65.97888888888889,9
derechos constitucionales,Seguros,Aspectos Legales y Normativos,72.06,1
derechos fundamentales,Seguros,Aspectos Legales y Normativos,64.4,1
dermatitis,Salud,Medicina Preventiva,51.84,1
dermatología,Salud,Medicina Preventiva,56.5375,28
dermatoscopia,Salud,Medicina Preventiva,51.8,1
dermis,Salud,Medicina Preventiva,43.435,2
desagüe,Hogar,Coberturas y Responsabilidades,63.03444444444444,9
desahucio,Hogar,Alquiler y Derechos del Inquilino,84.25611510791367,139
desalojo,Hogar,Alquiler y Derechos del Inquilino,63.20674418604651,43
desarrollo personal,Viajes,Seguros de Viaje,68.85583333333334,12
desastre,Hogar,Electrodomésticos y Averías,62.1625,24
desastre natural,Hogar,Coberturas y Responsabilidades,64.30540540540541,37
desatascador,Hogar,Coberturas y Responsabilidades,58.830000000000005,3
desayuno,Salud,Medicina Preventiva,68.03340122199593,491
descamación,Salud,Medicina Preventiva,43.47,1
descarga electrostática,Seguros,Accidentes y Responsabilidades,59.588,10
descatalogar,Hogar,Coberturas y Responsabilidades,51.99615384615385,13
descomposición,Salud,Salud Pancreática,69.7848755186722,482
desempleo,Salud,Medicina Preventiva,66.1285,20
desguace,Seguros,Cancelación y Baja de Seguros,38.875,2
deshidratación,Salud,Medicina Preventiva,73.62,3
deshielo,Motor,Seguros de Responsabilidad Civil,64.57,3
deshumidificador,Hogar,Reparaciones y Mantenimiento,69.1832,25
desinfección,Hogar,Coberturas y Responsabilidades,34.22666666666667,3
desinformación,Seguros,Seguros y Coberturas,63.2,1
desintoxicación,Salud,Salud Pancreática,84.82154150197628,506
deslumbramiento,Salud,Medicina Preventiva,51.9,1
desnutrición,Salud,Salud Infantil,75.22,2
despensa,Seguros,Accidentes y Responsabilidades,51.215,8
despido improcedente,Seguros,Cancelación y Baja de Seguros,53.5,17
despido laboral,Seguros,Seguros y Coberturas,55.50333333333333,3
desprendimiento de retina,Salud,Medicina Preventiva,66.94,1
destornillador,Motor,Problemas Comunes en Vehículos,56.26666666666667,3
detección precoz,Salud,Medicina Preventiva,41.16578947368421,19
detector de movimiento,Seguros,Seguros y Coberturas,49.03,1
detergente,Hogar,Coberturas y Responsabilidades,55.19142857142857,7
deterioro cognitivo leve,Salud,Medicina Preventiva,48.4,1
deuda,Seguros,Impuestos y Deducciones,65.60686274509804,102
deudor,Seguros,Aspectos Legales y Normativos,45.94903225806452,31
diabetes mellitus,Salud,Salud Pancreática,89.62211091234347,559
diabetes mellitus tipo 1,Salud,Salud Pancreática,92.61363256784969,479
diabetes mellitus tipo 2,Salud,Salud Pancreática,81.12060542797494,479
diafragma pélvico,Salud,Medicina Preventiva,50.24714285714286,7
diagnóstico,Seguros,Seguros y Coberturas,51.134503816793895,131
diagnóstico médico,Salud,Salud Infantil,65.979375,32
diagnóstico prenatal,Salud,Salud Infantil,61.124,5
diamante,Seguros,Seguros y Coberturas,77.31333333333333,3
diarrea,Salud,Salud Infantil,67.462,10
diazepam,Motor,Gestión de Seguros Automovilísticos,83.6,1
diente,Salud,Salud Pancreática,57.31240234375,512
diente canino,Salud,Salud Mental y Emocional,78.15,2
diente incisivo,Salud,Salud Mental y Emocional,70.5,2
diente molar,Seguros,Préstamos y Financiación,50.621428571428574,7
diente premolar,Salud,Salud Mental y Emocional,71.25,2
dieta (alimentación),Salud,Trastornos Endocrinos,81.27607650273224,915
dieta baja en grasas,Salud,Trastornos Endocrinos,65.58656862745099,306
dieta sana,Salud,Medicina Preventiva,65.56434782608696,46
dietista nutricionista,Salud,Trastornos Endocrinos,63.66727272727273,363
difenhidramina,Motor,Gestión de Seguros Automovilísticos,92.94,1
difteria,Salud,Salud Infantil,66.46428571428571,7
digestión,Salud,Salud Pancreática,87.48948006932409,577
digitalización,Seguros,Seguros y Coberturas,57.6525,4
dinero,Seguros,Seguros y Coberturas,57.4628173374613,646
dinero en efectivo,Seguros,Seguros y Coberturas,64.95,17
dinámica,Seguros,Aspectos Legales y Normativos,46.49461538461538,26
dioptría,Salud,Medicina Preventiva,58.75428571428571,14
diplomacia,Viajes,Seguros de Viaje,77.29916666666666,12
diplopía,Salud,Medicina Preventiva,50.0,1
dirección general de seguridad,Seguros,Consultas y Atención al Cliente,37.11666666666667,3
dirección general de seguridad jurídica y fe pública,Seguros,Consultas y Atención al Cliente,36.79,3
dirección general de seguros y fondos de pensiones,Seguros,Seguros y Coberturas,49.50341463414634,82
dirección general de tributos,Seguros,Impuestos y Deducciones,74.33,2
dirección general de tráfico,Seguros,Impuestos y Deducciones,77.68556270096462,311
directiva (derecho de la unión europea),Seguros,Seguros y Coberturas,43.8225,8
director general (españa),Seguros,Aspectos Legales y Normativos,46.755,4
discapacidad,Salud,Medicina Preventiva,60.66248587570622,177
diseño,Seguros,Consultas y Atención al Cliente,48.9375,4
disfonía,Salud,Salud Respiratoria,51.62344827586207,29
dismenorrea,Salud,Trastornos Endocrinos,73.05545454545455,22
disolución,Salud,Medicina Preventiva,54.62,1
disolución acuosa,Motor,Seguros de Responsabilidad Civil,57.363749999999996,8
disolvente,Motor,Problemas Comunes en Vehículos,52.24857142857143,7
dispositivo de aviso acústico o sirena,Seguros,Normativas de Convivencia,48.39,2
dispositivo móvil,Seguros,Multas y Sanciones,54.027948717948725,78
diurético,Seguros,Accidentes y Responsabilidades,55.09657142857143,35
dividendo,Seguros,Préstamos y Financiación,69.62272727272727,11
división (matemática),Seguros,Seguros y Coberturas,59.949375,48
divorcio,Seguros,Consultas y Atención al Cliente,68.9225,16
diálisis,Seguros,Seguros y Coberturas,44.714285714285715,14
diámetro,Seguros,Impuestos y Deducciones,51.74818181818182,33
diésel,Seguros,Seguros y Coberturas,68.82824561403508,57
dióxido de carbono,Motor,Seguros de Responsabilidad Civil,64.8425,8
doctorado,Salud,Salud Mental y Emocional,65.64028571428571,35
documento de identidad,Motor,Gestión de Seguros Automovilísticos,81.61,113
documento de identidad electrónico,Salud,Medicina Preventiva,69.00833333333334,6
documento nacional de identidad (argentina),Seguros,Cancelación y Baja de Seguros,70.36186046511628,43
documento nacional de identidad (españa),Seguros,Cancelación y Baja de Seguros,68.58285714285714,28
dolo,Seguros,Seguros y Coberturas,53.249,60
dolor,Salud,Medicina Preventiva,59.58445,200
dolor abdominal,Salud,Salud Infantil,58.52703703703704,27
domesticación,Hogar,Coberturas y Responsabilidades,60.274,5
dominio público,Seguros,Aspectos Legales y Normativos,57.807500000000005,4
domótica,Hogar,Reparaciones y Mantenimiento,64.506,10
donación,Seguros,Impuestos y Deducciones,61.42166666666666,6
donación de órganos,Seguros,Seguros y Coberturas,69.4,1
dormitorio,Hogar,Alquiler y Derechos del Inquilino,60.6175,8
dorsal de cumbre vieja,Motor,Seguros de Responsabilidad Civil,69.1,1
dosis,Salud,Trastornos Endocrinos,53.25205882352941,102
droga,Motor,Normativas de Circulación y Licencias,61.025802469135805,81
drogodependencia,Seguros,Salud y Bienestar,67.35555555555555,9
ducha,Seguros,Accidentes y Responsabilidades,70.26285714285714,21
duelo (psicología),Seguros,Seguros y Coberturas,43.68,2
détente,Seguros,Normativas de Convivencia,42.58,2
día festivo,Seguros,Multas y Sanciones,53.71509803921568,51
dólar estadounidense,Seguros,Conceptos Jurídicos Fundamentales,55.035,6
ebanista,Hogar,Reparaciones y Mantenimiento,58.56695652173913,23
ebriedad,Motor,Problemas Comunes en Vehículos,59.89363636363637,22
ebullición,Salud,Salud Respiratoria,60.4251724137931,29
echinacea,Salud,Salud Pancreática,52.61304801670146,479
ecografía,Salud,Salud Infantil,66.65,40
economía,Seguros,Seguros y Coberturas,51.09262569832402,179
economía de la empresa,Seguros,Aspectos Legales y Normativos,61.59,2
economía doméstica,Seguros,Seguros y Coberturas,50.64545454545455,11
ecosistema,Hogar,Reparaciones y Mantenimiento,56.28,1
ectasia,Salud,Medicina Preventiva,43.31,2
ecuación,Seguros,Seguros y Coberturas,63.405,2
edad antigua,Seguros,Salud y Bienestar,49.01894736842105,38
edad media,Seguros,Seguros y Coberturas,71.59,4
edema,Salud,Trastornos Endocrinos,60.20136363636364,22
edificio,Seguros,Aspectos Legales y Normativos,63.35096153846154,52
educación,Seguros,Seguros y Coberturas,61.35129032258064,62
educación por extensión,Seguros,Seguros y Coberturas,75.56230769230768,13
educación secundaria,Seguros,Educación y Seguro Escolar,82.354,10
educación secundaria obligatoria,Seguros,Educación y Seguro Escolar,62.107000000000006,10
efecto adverso,Salud,Medicina Preventiva,68.28333333333335,3
efecto placebo,Salud,Medicina Preventiva,45.7,1
efecto secundario (medicina),Salud,Trastornos Endocrinos,55.636086956521744,23
eficiencia,Seguros,Seguros y Coberturas,36.4,1
eficiencia energética,Hogar,Electrodomésticos y Averías,62.620000000000005,3
eje (mecánica),Seguros,Seguros y Coberturas,43.3,1
ejercicio físico,Salud,Medicina Preventiva,84.38955249569707,581
el capital,Seguros,Consultas y Atención al Cliente,63.82,2
el corte inglés,Seguros,Accidentes y Responsabilidades,58.0528795225662,2681
el huevo o la gallina,Motor,Problemas Comunes en Vehículos,48.138,5
el niño (fenómeno),Seguros,Normativas de Convivencia,53.43037037037037,81
el socorro (santander),Seguros,Seguros y Coberturas,32.16,1
electricidad,Seguros,Accidentes y Responsabilidades,55.83819444444444,72
electricista,Seguros,Accidentes y Responsabilidades,66.0,2
electrodo,Motor,Mantenimiento y Reemplazo de Embragues,48.65375,8
electrodoméstico,Seguros,Accidentes y Responsabilidades,59.68792307692308,130
electrolito,Salud,Medicina Preventiva,73.44,1
electroválvula,Seguros,Seguros y Coberturas,64.21666666666667,3
electrón,Seguros,Seguros y Coberturas,52.38,1
electrónica,Hogar,Coberturas y Responsabilidades,51.022615384615385,65
elemento constructivo,Hogar,Coberturas y Responsabilidades,48.656666666666666,3
elvis presley,Motor,Aspectos Legales de la Propiedad Vehicular,49.807500000000005,8
embarazo humano,Salud,Trastornos Endocrinos,72.82720264317182,454
embarazo no deseado,Salud,Trastornos Endocrinos,55.370000000000005,22
embrague,Motor,Mantenimiento y Reemplazo de Embragues,84.2038524590164,122
embrión,Salud,Salud Digestiva,63.53255319148936,47
embudo,Motor,Problemas Comunes en Vehículos,42.81,3
emergencia (desastre),Motor,Robos y Vandalismo en Vehículos,54.53666666666667,3
emisiones,Motor,Gestión de Seguros Automovilísticos,80.09458333333333,144
emisiones de dióxido de carbono,Motor,Normativas de Circulación y Licencias,58.17444444444444,9
emoción,Salud,Medicina Preventiva,52.5,2
empleo,Seguros,Accidentes y Responsabilidades,63.44614457831325,83
empresa,Seguros,Consultas y Atención al Cliente,68.285,110
empuje,Motor,Problemas Comunes en Vehículos,32.03666666666667,3
en línea,Motor,Normativas de Circulación y Licencias,46.519999999999996,2
enchufe,Seguros,Accidentes y Responsabilidades,64.16,2
encimera,Hogar,Coberturas y Responsabilidades,52.205999999999996,5
encía,Salud,Salud Mental y Emocional,56.599999999999994,31
endocrinología,Salud,Salud Mental y Emocional,48.41470588235294,17
endodoncia,Salud,Salud Mental y Emocional,98.025,2
endometrio,Salud,Trastornos Endocrinos,62.42903225806452,31
endometriosis,Salud,Medicina Preventiva,76.755,8
endoscopia,Salud,Salud Mental y Emocional,76.19555555555556,9
enduro,Seguros,Seguros y Coberturas,66.3,1
energía,Seguros,Accidentes y Responsabilidades,54.00725806451613,62
energía eléctrica,Motor,Problemas Comunes en Vehículos,66.78,6
energía renovable,Seguros,Seguros y Coberturas,73.56,1
energía solar,Seguros,Seguros y Coberturas,73.56,1
energía solar fotovoltaica,Seguros,Seguros y Coberturas,64.6,1
energía sostenible,Seguros,Seguros y Coberturas,65.44,1
enfermedad,Salud,Trastornos Endocrinos,69.16674821002387,1676
enfermedad autoinmunitaria,Salud,Medicina Preventiva,51.782962962962955,27
enfermedad congénita,Seguros,Seguros y Coberturas,39.97,4
enfermedad coronaria,Salud,Medicina Preventiva,56.23428571428571,7
enfermedad crónica,Seguros,Consultas y Atención al Cliente,59.270816326530614,98
enfermedad cutánea,Hogar,Reparaciones y Mantenimiento,36.85666666666666,3
enfermedad de alzheimer,Salud,Medicina Preventiva,61.03153846153846,13
enfermedad de parkinson,Salud,Medicina Preventiva,68.87444444444445,9
enfermedad del aceite tóxico de colza,Salud,Medicina Preventiva,35.75,1
enfermedad genética,Salud,Salud Pancreática,62.81010395010395,481
enfermedad hereditaria,Salud,Salud Infantil,59.25,2
enfermedad infecciosa,Salud,Medicina Preventiva,59.5323076923077,13
enfermedad neurodegenerativa,Salud,Medicina Preventiva,47.03,6
enfermedad neurológica,Salud,Medicina Preventiva,59.38,1
enfermedad periodontal,Salud,Medicina Preventiva,73.2,1
enfermedad profesional,Salud,Medicina Preventiva,39.78,1
enfermedad renal crónica,Seguros,Seguros y Coberturas,56.792857142857144,7
enfermedades cardiovasculares,Salud,Medicina Preventiva,73.2452380952381,21
enfermedades del aparato respiratorio,Salud,Medicina Preventiva,43.85272727272727,11
enfermería,Salud,Medicina Preventiva,60.34136363636364,22
engranaje,Motor,Mantenimiento y Reemplazo de Embragues,74.60032520325204,123
enriquecimiento ilícito,Seguros,Seguros y Coberturas,67.19,15
ensalada,Salud,Salud Digestiva,63.14520833333333,48
enseñanza,Seguros,Educación y Seguro Escolar,71.541,10
ensueño,Motor,Normativas de Circulación y Licencias,63.9,1
entierro,Seguros,Consultas y Atención al Cliente,58.76636363636363,44
entrada en vigencia,Seguros,Cancelación y Baja de Seguros,40.675000000000004,14
entretenimiento,Seguros,Seguros y Coberturas,49.5625,4
envase,Hogar,Coberturas y Responsabilidades,71.5,2
envejecimiento de la población,Salud,Medicina Preventiva,43.873333333333335,9
envejecimiento humano,Salud,Medicina Preventiva,58.48142857142857,7
enzima,Salud,Salud Pancreática,72.33255639097744,532
enzima digestiva,Salud,Salud Pancreática,65.88345114345114,481
epidemia,Salud,Medicina Preventiva,42.74,2
epitelio,Seguros,Seguros y Coberturas,41.88,1
equidad,Motor,Gestión de Seguros Automovilísticos,45.041428571428575,7
equilibrio ecológico,Seguros,Seguros y Coberturas,33.38,1
equus africanus asinus,Seguros,Seguros y Coberturas,41.97,1
equus ferus caballus,Motor,Requisitos para Conducir sin Licencia,66.61384615384615,39
ergonomía,Seguros,Riesgos y Responsabilidades,73.98,7
erica,Hogar,Normativas y Regulaciones Vecinales,49.85666666666667,9
eritema,Seguros,Seguros y Coberturas,49.528,5
error congénito del metabolismo,Salud,Salud Infantil,61.38125,16
erupción volcánica,Seguros,Seguros y Coberturas,62.43111111111111,18
erupción volcánica de la palma de 2021,Motor,Seguros de Responsabilidad Civil,88.3,1
escalada,Viajes,Seguros de Viaje,66.96739130434783,23
escalera de mano,Seguros,Accidentes y Responsabilidades,67.56,1
escasez,Seguros,Aspectos Legales y Normativos,68.6875,4
escasez de agua,Seguros,Seguros y Coberturas,61.177499999999995,4
escayola,Salud,Medicina Preventiva,51.53333333333333,3
esclerosis múltiple,Salud,Medicina Preventiva,56.36555555555555,9
escobilla (electricidad),Motor,Problemas Comunes en Vehículos,45.86857142857143,7
escritura,Seguros,Impuestos y Deducciones,63.5,2
escuela,Seguros,Educación y Seguro Escolar,83.179,10
escáner informático,Salud,Medicina Preventiva,44.16,1
esguince,Viajes,Cobertura Médica Internacional,54.735299145299145,117
eslogan,Seguros,Seguros y Coberturas,63.95,2
esmalte,Hogar,Coberturas y Responsabilidades,59.36,2
espacio económico europeo,Seguros,Aspectos Legales y Normativos,46.53785714285714,28
espacio schengen,Viajes,Seguros de Viaje,88.67833333333334,12
espacio urbano,Motor,Requisitos para Conducir sin Licencia,53.93333333333334,27
espalda,Salud,Medicina Preventiva,47.6,1
espasmo muscular,Salud,Medicina Preventiva,69.44,1
españa,Seguros,Accidentes y Responsabilidades,61.061528455284545,1230
españa vaciada,Seguros,Consultas y Atención al Cliente,38.94,1
especia,Salud,Salud Pancreática,68.6650521920668,479
especialidades médicas,Seguros,Consultas y Atención al Cliente,50.34432989690721,97
especie,Seguros,Seguros y Coberturas,52.34041095890411,146
especulación (economía),Seguros,Seguros y Coberturas,70.25,2
especulación inmobiliaria,Seguros,Aspectos Legales y Normativos,75.44,1
espejo,Motor,Gestión de Seguros Automovilísticos,51.760000000000005,5
espejo retrovisor,Seguros,Normativas de Convivencia,63.61778846153846,104
espejo retrovisor lateral,Motor,Gestión de Seguros Automovilísticos,72.16307692307693,26
espeleología,Viajes,Seguros de Viaje,61.270833333333336,12
esperanza de vida,Salud,Medicina Preventiva,55.24217391304347,46
espina bífida,Salud,Salud Infantil,64.52333333333333,3
espuma,Motor,Problemas Comunes en Vehículos,63.9775,4
esputo,Salud,Salud Infantil,66.1,2
espátula,Hogar,Coberturas y Responsabilidades,45.19,4
esqueleto,Hogar,Coberturas y Responsabilidades,41.28,1
esquizofrenia,Motor,Gestión de Seguros Automovilísticos,89.44,1
esquí,Motor,Normativas de Circulación y Licencias,66.14222222222222,9
estabilidad económica,Seguros,Usufructo y Propiedad,47.00081081081081,37
estacionamiento,Seguros,Multas y Sanciones,77.64158415841584,101
estaciones del año,Motor,Aspectos Legales de la Propiedad Vehicular,39.9,1
estación de servicio,Seguros,Seguros y Coberturas,61.65772727272727,22
estación depuradora de aguas residuales,Hogar,Coberturas y Responsabilidades,72.94,1
estación lluviosa,Hogar,Coberturas y Responsabilidades,55.02,2
estado,Hogar,Alquiler y Derechos del Inquilino,58.893207547169816,159
estado civil,Seguros,Seguros y Coberturas,45.321666666666665,6
estado de conservación,Hogar,Coberturas y Responsabilidades,46.38,2
estado de los estados unidos,Salud,Medicina Preventiva,52.06542857142857,35
estado de resultados,Seguros,Riesgos y Responsabilidades,64.205,6
estado de ánimo,Salud,Medicina Preventiva,65.60875,40
estado mental,Seguros,Accidentes y Responsabilidades,50.922285714285714,35
estado miembro de la unión europea,Seguros,Educación y Seguro Escolar,57.053,10
estados financieros,Seguros,Aspectos Legales y Normativos,51.32533333333333,15
estados unidos,Salud,Salud Pancreática,62.996583184257595,559
estadística,Seguros,Consultas y Atención al Cliente,56.663125,32
estadística matemática,Seguros,Consultas y Atención al Cliente,70.18,2
estafa,Motor,Trámites de Baja de Vehículos,59.028571428571425,7
estilo de vida,Seguros,Normativas de Convivencia,52.531279069767436,86
estimulante,Salud,Medicina Preventiva,61.866,5
estrabismo,Salud,Medicina Preventiva,69.37214285714286,14
estreñimiento,Salud,Trastornos Endocrinos,78.67880258899676,309
estrés,Salud,Medicina Preventiva,78.85940035273369,567
estrógeno,Salud,Trastornos Endocrinos,79.71454545454546,22
estuche,Hogar,Coberturas y Responsabilidades,40.751999999999995,5
estufa (calefacción),Seguros,Accidentes y Responsabilidades,63.519999999999996,2
estupefacientes,Motor,Gestión de Seguros Automovilísticos,66.8125,4
estética,Salud,Medicina Preventiva,57.30858585858586,99
estípula,Seguros,Seguros y Coberturas,49.294251968503936,127
estómago,Salud,Salud Pancreática,79.22874296435272,533
etcétera,Motor,Mantenimiento y Reemplazo de Embragues,49.565000000000005,176
etimología,Seguros,Accidentes y Responsabilidades,35.523888888888884,18
etiqueta de información nutricional,Salud,Salud Digestiva,71.87755555555555,45
eucalyptus,Salud,Salud Respiratoria,65.69206896551724,29
euro,Motor,Mantenimiento y Reemplazo de Embragues,57.06016962843296,1238
europa,Seguros,Seguros y Coberturas,57.87973684210526,38
europa septentrional,Motor,Robos y Vandalismo en Vehículos,45.44,3
evaporación,Salud,Medicina Preventiva,58.325,4
evolución biológica,Salud,Medicina Preventiva,54.005818181818185,55
examen de sangre,Salud,Trastornos Endocrinos,65.28349514563106,309
examen genético,Salud,Salud Infantil,71.72,2
excedente,Seguros,Accidentes y Responsabilidades,78.12,2
exclusión social,Salud,Medicina Preventiva,61.48199999999999,10
excremento,Hogar,Coberturas y Responsabilidades,60.01,8
exodoncia,Salud,Medicina Preventiva,83.96666666666665,3
exploración complementaria,Salud,Medicina Preventiva,55.8125,4
exploración física,Salud,Medicina Preventiva,67.64666666666666,3
explosión,Seguros,Seguros y Coberturas,47.90409090909091,22
exprimidor,Seguros,Seguros y Coberturas,84.9,2
extinción,Seguros,Cancelación y Baja de Seguros,60.277692307692305,13
extintor,Seguros,Accidentes y Responsabilidades,71.13333333333333,3
extorsión,Seguros,Seguros y Coberturas,75.9,1
extradición,Seguros,Seguros y Coberturas,56.8,1
facebook,Seguros,Seguros y Coberturas,44.1,1
fachada,Hogar,Normativas y Regulaciones Vecinales,78.26875,16
factor de riesgo,Seguros,Seguros y Coberturas,52.40933962264151,106
factores de producción,Seguros,Aspectos Legales y Normativos,60.04333333333334,27
factura,Seguros,Aspectos Legales y Normativos,59.682307692307695,39
familia (biología),Seguros,Seguros y Coberturas,52.09727272727273,11
faringitis,Salud,Salud Respiratoria,83.48758620689655,29
farmacia,Salud,Medicina Preventiva,72.77847826086956,92
farmacología,Salud,Medicina Preventiva,56.97,22
farmacéutico,Salud,Medicina Preventiva,72.35376470588236,85
faro (vehículo),Motor,Gestión de Seguros Automovilísticos,57.28,1
fauna,Seguros,Seguros y Coberturas,47.1,1
fax,Seguros,Cancelación y Baja de Seguros,60.72592592592592,27
fecha de caducidad,Seguros,Aspectos Legales y Normativos,47.928,5
fecundación in vitro,Salud,Salud Infantil,74.67,2
felicidad,Salud,Medicina Preventiva,59.86272727272728,11
felis silvestris catus,Hogar,Coberturas y Responsabilidades,68.22500000000001,6
fenómeno meteorológico extremo,Seguros,Seguros y Coberturas,60.13111111111112,9
fenómeno natural,Seguros,Riesgos y Responsabilidades,52.54,8
feria,Motor,Aspectos Legales de la Propiedad Vehicular,47.9,1
fertilidad,Salud,Trastornos Endocrinos,65.471875,32
fertilizante,Salud,Salud Digestiva,65.38059829059829,117
feto,Salud,Trastornos Endocrinos,62.299468749999996,320
fiabilidad de sistemas,Seguros,Seguros y Coberturas,58.67666666666667,3
fianza,Seguros,Aspectos Legales y Normativos,57.913333333333334,39
fibra alimentaria,Salud,Trastornos Endocrinos,70.63306818181819,352
fibra de vidrio,Hogar,Coberturas y Responsabilidades,58.11,2
fibromialgia,Salud,Medicina Preventiva,59.85555555555556,9
fibrosis,Salud,Salud Pancreática,54.326299376299374,481
fibrosis pulmonar,Salud,Salud Infantil,74.67,2
fibrosis quística,Salud,Salud Pancreática,92.18677754677753,481
fichero informativo de vehículos asegurados,Motor,Aspectos Legales de la Propiedad Vehicular,61.89692307692307,13
fidelización,Seguros,Normativas de Convivencia,59.653333333333336,3
fiebre,Salud,Salud Respiratoria,54.72713043478261,115
filosofía,Seguros,Normativas de Convivencia,51.6325,4
filtración,Hogar,Reparaciones y Mantenimiento,57.77543859649123,57
filtro (hidráulica),Motor,Mantenimiento y Reemplazo de Embragues,77.26571428571428,63
filtro de aire,Motor,Problemas Comunes en Vehículos,68.9,1
finanzas,Salud,Trastornos Endocrinos,60.882615384615384,845
finanzas personales,Seguros,Préstamos y Financiación,65.23400000000001,5
